=== DATASET RECORD ===
Title:          pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW
Dataset ID:     pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW
Source:         WFS
Fetched:        2026-04-05
Feature Count:  52
Geometry Types: MultiPolygon, Polygon
Coverage Area:  Ucluelet, BC region
Bounding Box:   W=-125.587978 S=48.929747 E=-125.420928 N=49.0
Coordinate System: WGS84 (EPSG:4326)

=== ATTRIBUTE SCHEMA ===
  opening id: numeric | range 86652.00 to 1778743.00 | mean 1361477.90
  forest file id: categorical | values: A64035, K3S, TFL54
  cutting permit id: text | 14 unique values | sample: 1, 10, 103, 104, 11...
  cut block id: text | 32 unique values | sample: 9301, 9303, 9303A, 9304, 9305A...
  silv polygon no: categorical | values: LS19_RET, LS19_WTP, RET, TLA, WTP, WTRA
  silv polygon area: numeric | range 0.10 to 31.20 | mean 3.26
  silv reserve code: categorical | values: G
  silv reserve objective code: categorical | values: BIO, OTH, TIM, WTR
  entry userid: categorical | values: BCEID\BIBBY69, BCEID\DDONALD, BCEID\MIKE4ECON, IDIR\ASTARK, IDIR\BVONSCHI

=== SPATIAL SUMMARY ===
Total features in Ucluelet area: 52
  Polygon: 33 features
  MultiPolygon: 19 features
Area distribution (hectares): min=0.0 median=1.0 max=31.2
Approximate centre: 48.9646°N, -125.4650°W

=== FEATURE DESCRIPTIONS ===
Dataset has 52 features. Describing a representative sample of 52:

Feature 19 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9765°N, -125.4422°W. opening id: 1689373 | forest file id: K3S | cutting permit id: 1 | cut block id: SB1 | silv polygon no: WTRA | silv polygon area: 0.8 | silv reserve code: G | silv reserve objective code: WTR | entry userid: BCEID\BIBBY69
Feature 41 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9841°N, -125.4248°W. opening id: 1710682 | forest file id: K3S | cutting permit id: 6 | cut block id: SB11 | silv polygon no: TLA | silv polygon area: 0.5 | silv reserve code: G | silv reserve objective code: TIM | entry userid: BCEID\MIKE4ECON
Feature 47 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9916°N, -125.5681°W. opening id: 1721161 | forest file id: TFL54 | cutting permit id: 231 | cut block id: KEN350 | silv polygon no: TLA | silv polygon area: 7.2 | silv reserve code: G | silv reserve objective code: BIO | entry userid: BCEID\BIBBY69
Feature 12 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9636°N, -125.4549°W. opening id: 1691860 | forest file id: K3S | cutting permit id: 2 | cut block id: SB5 | silv polygon no: WTRA | silv polygon area: 1.5 | silv reserve code: G | silv reserve objective code: WTR | entry userid: BCEID\BIBBY69
Feature 43 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9896°N, -125.4487°W. opening id: 1128772 | forest file id: A64035 | cutting permit id: 3 | cut block id: 9305A | silv polygon no: WTP | silv polygon area: 6.1 | silv reserve code: G | silv reserve objective code: WTR | entry userid: IDIR\ASTARK
Feature 5 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9511°N, -125.4798°W. opening id: 1065881 | forest file id: A64035 | cutting permit id: 2 | cut block id: 9303 | silv polygon no: WTP | silv polygon area: 0.6 | silv reserve code: G | silv reserve objective code: WTR | entry userid: IDIR\ASTARK
Feature 17 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9746°N, -125.4328°W. opening id: 1689374 | forest file id: K3S | cutting permit id: 1 | cut block id: SB2 | silv polygon no: WTRA | silv polygon area: 0.7 | silv reserve code: G | silv reserve objective code: WTR | entry userid: BCEID\MIKE4ECON
Feature 50 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9942°N, -125.5711°W. opening id: 1721161 | forest file id: TFL54 | cutting permit id: 231 | cut block id: KEN350 | silv polygon no: WTRA | silv polygon area: 12.3 | silv reserve code: G | silv reserve objective code: BIO | entry userid: BCEID\BIBBY69
Feature 3 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9477°N, -125.4675°W. opening id: 1066389 | forest file id: A64035 | cutting permit id: 2 | cut block id: 9304 | silv polygon no: TLA | silv polygon area: 13.2 | silv reserve code: G | silv reserve objective code: BIO | entry userid: IDIR\ASTARK
Feature 32 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9682°N, -125.4660°W. opening id: 1710683 | forest file id: K3S | cutting permit id: 7 | cut block id: OZ1 | silv polygon no: WTRA | silv polygon area: 1.5 | silv reserve code: G | silv reserve objective code: WTR | entry userid: BCEID\MIKE4ECON
Feature 13 from 'pub:WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW', located at approximately 48.9669°N, -125.4410°W. opening id: 1689375 | forest file id: K3S | cutting permit id: 1 | cut block id: SB3 | silv polygon no: WTRA | silv polygon area: 0.8 | silv reserve code: G | silv reserve objective code: WTR | entry userid: BCEID\BIBBY69
