=== DATASET RECORD ===
Title:          pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP
Dataset ID:     pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP
Source:         WFS
Fetched:        2026-04-05
Feature Count:  734
Geometry Types: Polygon, MultiPolygon, GeometryCollection, MultiLineString, Point, MultiPoint
Coverage Area:  Ucluelet, BC region
Bounding Box:   W=-125.671857 S=48.900703 E=-125.4 N=49.0
Coordinate System: WGS84 (EPSG:4326)

=== ATTRIBUTE SCHEMA ===
  ogsr tss sysid: numeric | range 10062467.00 to 10126051.00 | mean 10072600.27
  tap classification label: categorical | values: Early, Mature, Mid, Old
  region name: categorical | values: West Coast Natural Resource Region
  district name: categorical | values: South Island Natural Resource District
  landscape unit provid: numeric | range 61.00 to 2227.00 | mean 926.05
  landscape unit name: categorical | values: Barkley Sound Islands, Clayoquot SMZ, Maggie
  landscape unit number: categorical | values: 999
  bgc label: categorical | values: CWH vh 1, CWH vm 1, CWH vm 2

=== SPATIAL SUMMARY ===
Total features in Ucluelet area: 734
  Polygon: 713 features
  MultiPolygon: 6 features
  GeometryCollection: 6 features
  Point: 6 features
  MultiLineString: 2 features
  MultiPoint: 1 features
Area distribution (hectares): min=0.0 median=0.2 max=440.1
Approximate centre: 48.9754°N, -125.4971°W

=== FEATURE DESCRIPTIONS ===
Dataset has 734 features. Describing a representative sample of 200:

Feature 559 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9907°N, -125.5830°W. ogsr tss sysid: 10067010 | tap classification label: Old | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 33 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9262°N, -125.5258°W. ogsr tss sysid: 10066845 | tap classification label: Old | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 275 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9680°N, -125.5677°W. ogsr tss sysid: 10066985 | tap classification label: Old | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 198 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9650°N, -125.4298°W. ogsr tss sysid: 10066791 | tap classification label: Mid | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 192 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9610°N, -125.4294°W. ogsr tss sysid: 10066504 | tap classification label: Early | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 155 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9446°N, -125.4736°W. ogsr tss sysid: 10066451 | tap classification label: Early | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 39 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9283°N, -125.5279°W. ogsr tss sysid: 10066862 | tap classification label: Old | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 223 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9472°N, -125.5820°W. ogsr tss sysid: 10066944 | tap classification label: Old | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 657 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9971°N, -125.4073°W. ogsr tss sysid: 10066578 | tap classification label: Early | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 174 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9552°N, -125.4691°W. ogsr tss sysid: 10066476 | tap classification label: Early | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
Feature 247 from 'pub:WHSE_FOREST_VEGETATION.OGSR_TAP_SERAL_STAGE_SP', located at approximately 48.9567°N, -125.5893°W. ogsr tss sysid: 10066653 | tap classification label: Mature | region name: West Coast Natural Resource Region | district name: South Island Natural Resource District | landscape unit provid: 815 | landscape unit name: Maggie | bgc label: CWH vh 1
